

========================================
Importieren gestartet am: 2026-02-14 18:21:31
========================================

OK: Patient 'Kursawe, Angela' importiert
OK: Patient 'Barth, Dario' importiert
OK: Patient 'Kruger, Gabriele' importiert
OK: Patient 'Laegner, Marliese' importiert
OK: Patient 'Binder, Leon' importiert
OK: Patient 'Neuburg, Birgit' importiert
OK: Patient 'Schmitt-Schilling, Mandra' importiert
OK: Patient 'D TRust' importiert
OK: Patient 'Zempel, Swetlana' importiert
OK: Patient 'Bubenzer, Jenny' importiert
OK: Patient 'Ising, Renate' importiert
OK: Patient 'Riehl, Monique' importiert
OK: Patient 'Weise , Sabrina' importiert
OK: Patient 'Cakar, Cengiz' importiert
OK: Patient 'Roller, Heike' importiert
OK: Patient 'Neuwert, Valentina' importiert
OK: Patient 'Königer, Lena Selbstzahler' importiert
OK: Patient 'Girolstein, Katharina' importiert
OK: Patient 'Drögemeyer, Marianne' importiert
OK: Patient 'Leyla' importiert
OK: Patient 'Nagorney, Ortwin' importiert
OK: Patient 'Lang, Micha' importiert
OK: Patient 'Schnabel, Jörg' importiert
OK: Patient 'Dr. Schüttenhelm, Wolfgang' importiert
OK: Patient 'Zöller, Sabrina Selbstzahler' importiert
OK: Patient 'Irle, Susanne' importiert
OK: Patient 'Meyer, Guido' importiert
OK: Patient 'Gringard,Susanne' importiert
OK: Patient 'Engelmann, Cathrin' importiert
OK: Patient 'Seeberger, Ernst' importiert
OK: Patient 'Kaiser, Fanny' importiert
OK: Patient 'Knierim, Peter KGG' importiert
OK: Patient 'Wantschoch von, Marina' importiert
OK: Patient 'Birk, Kai Selbstzahler' importiert
OK: Patient 'Fielp, Margot' importiert
OK: Patient 'Jäger, Uwe Dietmar' importiert
OK: Patient 'Kolodziej, MTT' importiert
OK: Patient 'Roßfeldt, Franciska' importiert
OK: Patient 'Schütz, Nele ' importiert
OK: Patient 'Amman-Schumacher, Karin' importiert
OK: Patient 'Muhr, Svenja' importiert
OK: Patient 'Fix, Christina' importiert
OK: Patient 'Seffi kommt später' importiert
OK: Patient 'Häcke, Raphael' importiert
OK: Patient 'Rodenkirchen, Anke' importiert
OK: Patient 'torben Übernimmt' importiert
OK: Patient 'Wendeler, Jaden Lee' importiert
OK: Patient 'Henn, Martin' importiert
OK: Patient 'Sonka, Hubert KGG' importiert
OK: Patient 'Nähring, Samira' importiert
OK: Patient 'jona patienten' importiert
OK: Patient 'ÜS abbau' importiert
OK: Patient 'Schmidt, Johann ' importiert
OK: Patient 'Krawinkel, Charlotte HB' importiert
OK: Patient 'Hoffmann, Thorsten Selbstzahler' importiert
OK: Patient 'Pelger, Gerlinde' importiert
OK: Patient 'Naß, Jens Selbstzahler' importiert
OK: Patient 'Köster, Peter KGG' importiert
OK: Patient 'Heinrichs, Andreas' importiert
OK: Patient 'Meyer, Torben' importiert
OK: Patient 'Pat von AB meldet sich noch zwecks Bestätigung' importiert
OK: Patient 'Hombitzer, Ivonne' importiert
OK: Patient 'Fröhlich, Ingmar' importiert
OK: Patient 'Köhler-Santana, Celina' importiert
OK: Patient 'Genglawski, Pia' importiert
OK: Patient 'Marembach, Klaus' importiert
OK: Patient 'Bartsch, Monika' importiert
OK: Patient 'Simons, Anja' importiert
OK: Patient 'Philipp ' importiert
OK: Patient 'König, Monika' importiert
OK: Patient 'Ruland, Verena' importiert
OK: Patient 'BWO WEIHNACHTSFEIER' importiert
OK: Patient 'Klein, Manuela' importiert
OK: Patient 'Savu, Martina' importiert
OK: Patient 'Torben übernimmt von Jona' importiert
OK: Patient 'BWO NICHT DA!!!' importiert
OK: Patient 'Veit , Lina' importiert
OK: Patient 'ab hier nixx!!!!!!!!!!!!!!!' importiert
OK: Patient 'Dressler, Thorsten' importiert
OK: Patient 'Kruger, Heinz' importiert
OK: Patient 'Patienten wissen Bescheid, dass sie trotz Schließung der Praxis den Termin haben' importiert
OK: Patient 'Lefherz, Doris' importiert
OK: Patient 'Biadatz, Violette' importiert
OK: Patient 'Wellhöhner, Veit' importiert
OK: Patient 'Niehaus, Eva' importiert
OK: Patient 'Grund, Peter' importiert
OK: Patient 'Lofink, Alexander' importiert
OK: Patient 'Frau Nesgen anrufen' importiert
OK: Patient 'Schreiber, Jutta' importiert
OK: Patient 'Taufenbach, Ute' importiert
OK: Patient 'Wentzcke, Patrick-Paul' importiert
OK: Patient 'Rode, Alexander' importiert
OK: Patient 'Weynand, Jürgen' importiert
OK: Patient 'Grün, Manfred' importiert
OK: Patient 'Klang, Ingo' importiert
OK: Patient 'Brandt, Sandra' importiert
OK: Patient 'Marenbach, Klaus' importiert
OK: Patient 'Tochter Kommt (Antonia)' importiert
OK: Patient 'Rose, Lisa-Marie nicht da' importiert
OK: Patient 'A.M.' importiert
OK: Patient 'Schlag, Vanessa' importiert
OK: Patient 'Düring , Christine Selbstzahler' importiert
OK: Patient 'Dr. Hühn, Peter' importiert
OK: Patient 'Kirches, Nathalie' importiert
OK: Patient 'Laversa, Gabriele-Maria' importiert
OK: Patient 'Ehlert, Summer Lee' importiert
OK: Patient 'Kern, Tanja' importiert
OK: Patient 'Gaisbauer, Stephanie' importiert
OK: Patient 'Nierstenhöfer, Dieter' importiert
OK: Patient 'Krawietz, Heinrich Joachim' importiert
OK: Patient 'Dönitz, Thomas' importiert
OK: Patient 'Volkmann , Ute' importiert
OK: Patient 'Raile, Helena' importiert
OK: Patient 'Lindner, Dieter' importiert
OK: Patient 'Hingst, Christian' importiert
OK: Patient 'Heinz, Gabriele' importiert
OK: Patient 'Caputo, Celine BPW' importiert
OK: Patient 'Knieriem, Heike' importiert
OK: Patient 'Stommel, Martina' importiert
OK: Patient 'Hombach, Antonia' importiert
OK: Patient 'Dietrich, Fabian' importiert
OK: Patient 'Vinke, Lars' importiert
OK: Patient 'Weise, Luisa' importiert
OK: Patient 'Romünder-Brandau, Silke Petra' importiert
OK: Patient 'Dannenberg, Heidrun HB' importiert
OK: Patient 'Feldewerth, Richard' importiert
OK: Patient 'Lütticke-Unger, Anni' importiert
OK: Patient 'Lenzen, Stephan' importiert
OK: Patient 'Pätzold, Jörg' importiert
OK: Patient 'Read, Irene' importiert
OK: Patient 'Kolodziej, Nele' importiert
OK: Patient 'Schmidt, Annegret' importiert
OK: Patient 'Girolstein, Katharina + WT' importiert
OK: Patient 'Eisenacher, Dietmar' importiert
OK: Patient 'Hergert, Jakob' importiert
OK: Patient 'Ketterer, Marina' importiert
OK: Patient 'Suckau, Nellie HB' importiert
OK: Patient 'Hast, Thomas' importiert
OK: Patient 'May, Susanne' importiert
OK: Patient 'Hölker, Ingo' importiert
OK: Patient 'Urbaniak, Wolfgang' importiert
OK: Patient 'Steinhausen, Jörg' importiert
OK: Patient '9.00 bis 12.00 Uhr raus, wegen Gerichtsverhandlung' importiert
OK: Patient 'Jung, Silvia' importiert
OK: Patient 'Biesenbach, Frank' importiert
OK: Patient 'Stark, Nils' importiert
OK: Patient 'Knierriem, Barbara Rosemarie' importiert
OK: Patient 'Schiller, Bernd' importiert
OK: Patient 'Gutic, Salmir' importiert
OK: Patient 'Reiswich-Wall, Katharina' importiert
OK: Patient 'Völkerath, Beate HB' importiert
OK: Patient 'Reneè Praktikantin 7:50 Uhr mit Jenny' importiert
OK: Patient 'Minski, Markus' importiert
OK: Patient 'Kind krank' importiert
OK: Patient 'Kolpe , Udo :-)' importiert
OK: Patient 'Simons, Anja KGG' importiert
OK: Patient 'Klara Praktikantin bis 11:50 Uhr' importiert
OK: Patient 'Reneè von 9:00-12:00' importiert
OK: Patient 'Hertrampf, Daniel' importiert
OK: Patient 'Caspari, Helge' importiert
OK: Patient 'Fischer, Tanja' importiert
OK: Patient 'klara Praktikantin bis 13:00 Uhr' importiert
OK: Patient 'Lurz, Juliane stationär' importiert
OK: Patient 'Evva' importiert
OK: Patient 'Klara in der Praxis 9:00-13:00' importiert
OK: Patient 'Reneè von 10:00-13.50' importiert
OK: Patient 'Hufe, Thomas' importiert
OK: Patient 'Klara 8:40- 13:00 Uhr' importiert
OK: Patient 'Reneè von 10:30 - 13:50' importiert
OK: Patient 'Begemann, Michaela + ET' importiert
OK: Patient 'Breum, Jenny mit Heißluft' importiert
OK: Patient 'Schreiber, Stefanie' importiert
OK: Patient 'Livree, Annegret' importiert
OK: Patient 'Müller, Wolfgang' importiert
OK: Patient 'Voicu, Adrian' importiert
OK: Patient 'Alt, Claudia' importiert
OK: Patient 'Tillmann, Martin' importiert
OK: Patient 'Zimmermann, Susanne' importiert
OK: Patient 'Minski, Jeromy' importiert
OK: Patient 'Scheen, Beate' importiert
OK: Patient 'Schuster, Dieter' importiert
OK: Patient 'Staba, Nicole' importiert
OK: Patient 'Schöckel, Sabrina' importiert
OK: Patient 'Eken, Ferhat' importiert
OK: Patient 'Lücking, Hans-Jürgen LD Praxis' importiert
OK: Patient 'Sewing, Marlene HB' importiert
OK: Patient 'Turynska, Maria' importiert
OK: Patient 'Telesch-Vidovic, Melanie' importiert
OK: Patient 'Therapie bei Torben' importiert
OK: Patient 'Vollmar, Elke' importiert
OK: Patient 'Wirths, Erika ' importiert
OK: Patient 'Königer, Leila' importiert
OK: Patient 'Hamacher, Dagmar ' importiert
OK: Patient 'Drepe, Antonia' importiert
OK: Patient 'Stark, Laura' importiert
OK: Patient 'BWO feiert ab 12:30 Uhr' importiert
OK: Patient 'Rose/Wacker/Stieben fällt aus wg Karneval' importiert
OK: Patient 'Grund, Peter KGG' importiert
OK: Patient 'Jakobs, Kirsten' importiert
OK: Patient 'Dräger, Fritz HB' importiert
OK: Patient 'Koch, Alfons' importiert
OK: Patient 'Koch, Helena' importiert
OK: Patient 'Büchner/Saadani fällt aus wg Karneval' importiert
OK: Patient 'Most, Andreas' importiert
OK: Patient 'ROSENMONTAG/ BWO feiert' importiert
OK: Patient ' Krekeler, Hildegard' importiert
OK: Patient 'Wenn was frei wird Patienten rein' importiert
OK: Patient 'Nichts Planen' importiert
OK: Patient 'Therapie bei André' importiert
OK: Patient 'Bubenzer, Christine ' importiert
OK: Patient 'Rother, Heike' importiert
OK: Patient 'Schlag, Vanessa HB' importiert
OK: Patient 'Sutter, Gudrun' importiert
OK: Patient 'Lang, Diana' importiert
OK: Patient 'Dannenberg, Jona' importiert
OK: Patient 'JONA LD' importiert
OK: Patient 'Lang, Michael' importiert
OK: Patient 'Schyska, Robert' importiert
OK: Patient 'Veit, Marianne' importiert
OK: Patient 'Riehl, Michelle' importiert
OK: Patient 'Lindner, Birgit' importiert
OK: Patient 'Bubenzer, Christoph' importiert
OK: Patient 'Solbach, Werner KGG' importiert
OK: Patient 'Bartsch, Klaus-Dieter' importiert
OK: Patient 'Kindergarten Oberwiehl' importiert
OK: Patient 'Hebekus, Nicole' importiert
OK: Patient 'Schumacher, Ruben' importiert
OK: Patient 'Dr. Schüttenhelm, Wolfgang, KGG' importiert
OK: Patient 'Biadatz, Liam' importiert
OK: Patient 'Wirths, Erika KGG' importiert
OK: Patient 'Herberholz, Stephanie' importiert
OK: Patient 'BWO Betriebsferiern' importiert
OK: Patient 'Gaisbauer, Anke' importiert
OK: Patient 'Sperre' importiert
OK: Patient 'HB Klaudia' importiert
OK: Patient 'Schumacher, Reiner ' importiert
OK: Patient 'Dr. Fuchs, Dieter' importiert
OK: Patient 'Kromme De, Heidrun' importiert
OK: Patient 'Heinzelmann, Sören' importiert
OK: Patient 'keine Überstd.!!!' importiert
OK: Patient 'fobi' importiert
OK: Patient 'Dr. Hühn, Peter KGG' importiert
OK: Patient 'falls jemand absagt, Jona' importiert

--- Importiere Einzeltermine (Daylist) ---
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
FEHLER beim Importieren eines Einzeltermins: Error creating bean with name 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties': Could not bind properties to 'DataSourceProperties' : prefix=spring.datasource, ignoreInvalidFields=false, ignoreUnknownFields=true
